SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,ALGORITHM 1,ALGORITHM 2,SP500,PORTFOLIO
-0.001265507519080944,-0.004980519330323507,-0.0004955323147710633,-0.006568669777734182,-0.0019421252396008989,-0.00094948280783875,-0.004723665564478008,-0.003687628359686982
0.002229912547255797,0.0032412804609494032,-0.002533976773233637,0.004213019161491749,-0.008588804344439656,0.002416211178215323,-0.004271476032273402,-0.008720973326566406
0.0040160016412460475,0.004076052738837932,0.002354656751653028,0.0067263298226736285,-0.0009550484118562592,0.004323159262439931,0.001429933269780692,0.0041078219087665735
-0.007905357447513195,-0.0035740337066856314,-0.008481173398287467,-0.013098061052771559,-0.004956742501772183,-0.011460322256425464,-0.014278914802475009,-0.0114329609423696
0.0005822796500871696,0.004225410051669876,0.0058427361834103575,-0.0016524551597966175,-0.005447051037350121,0.0013032210820465436,0.003862868179623336,0.006471856459464132
-0.010262967064432194,-0.005340723544381865,-0.012079153900654949,-0.00973902847346475,-0.001391591055610689,-0.012155355276125414,-0.01683501683501687,-0.024988137648832082
0.004011920804301239,0.005163143041366114,0.003311825534341617,-0.0011466764438018413,0.0029938682993379128,0.0006047570224750865,-0.00195694716242667,0.004907399076649277
0.008264629904709553,0.010271618586934705,0.013116890191381849,0.010801417639620059,-0.0029347226325733018,0.01166711472714095,0.01225490196078427,0.037105559274117184
-0.0024972745488313075,-0.0014284161547658547,-0.0036971872087163678,-0.008142217554344078,-0.005422820763899867,-0.0050615125472071145,-0.005811138014527817,-0.009730615070611088
0.007900621038590128,0.0035825339926776056,0.007953004700508082,0.008054624464487016,-0.0033947008517206307,0.004117349966125877,0.013638577691183595,0.012636332376968262
0.0021419035463847713,0.0029281064224944147,-0.0006871817837931228,0.0003843565322338982,-0.0028215751007008784,0.0012736303296958461,-0.003363767419509833,-0.005237224986567979
0.0096027594185788,0.007513096940720888,0.009556879660320485,0.007853525209598589,0.014428505688474084,0.006268774345286114,0.01205400192864037,0.005460032122977632
-0.0007784772838256293,-0.002554227088800154,-0.002925094247420934,0.002362936779625846,-0.017888450917289727,0.0008289589314832325,-0.004764173415912286,-0.012668678406486776
0.009657299920258877,0.0009833771991436537,0.007390779343419139,0.007104656222237881,0.003833993384335896,0.0044040197807629815,0.009095260890378263,0.012140488607781828
-6.674185755528583e-05,-0.0005134996079992903,-0.00010875250463526775,0.0005910985542618707,0.015172028604802637,0.0015187517429181775,-0.0018975332068311699,-0.007047372515154009
-0.002570522859054014,-0.004808023033385789,-0.0033209258633954963,-0.0010129942802968859,0.008758308475910272,-0.0008850201155692234,-0.006178707224334557,-0.00553075442811198
-0.0061561972301420465,-0.00801835649090854,-0.011171537109587404,-0.01456730091558589,0.012464184052280659,-0.016861934432931942,-0.01434720229555242,-0.018801265213650404
-0.002097879511120504,-0.0005929135940357932,-0.0010345354638604534,-0.0012116232367689328,0.003445537834295072,-0.0019786963312758343,-0.0024260067928190128,0.001011350203640071
-7.500987092434741e-05,0.00208788887197886,0.0021895850459361377,0.0047757069040683655,0.0010162284232885523,0.005186846395174799,0.002431906614785984,0.0034809749053187713
0.008112673837378015,0.0022196864505061864,0.008616824167264614,0.005227894737318328,0.004634692752564468,0.008232108649664636,0.012130033964095066,0.017604611484058383
-0.0054445930356659105,-0.003021171365903963,-0.003968001009204802,0.001858059928447897,0.002325101494630172,-0.003281211517511165,-0.00910834132310645,-0.013091898719648444
0.0009185284392367877,0.00015681460690863958,-0.0020015371371282517,-0.003865395879651068,-0.0029557565907136034,0.0030050338356002533,-0.0038703434929849853,0.0067030179965147365
0.0025612955246112623,0.004299033605891678,0.0030581297294201004,0.001966429586185648,0.0008806626841772867,0.004874030826472386,0.0033997085964059264,0.0028241930729729172
0.0053675938373412,0.003763107812597921,0.004631173547838818,0.004920474854035239,-0.003297720055626588,0.006361652371502624,0.006776379477250627,-0.000791874140640414
-0.0012426093488774324,-0.00017147901153424794,-0.002059815495209283,0.0018822503277511336,0.001992028583441489,-0.0025929143709967034,-0.001923076923076916,0.0029633006696648443
0.006185462951682208,0.012652294060936377,0.0034520158692838976,0.012351575407502756,0.006402071678674068,0.003733781992412006,0.002408477842003931,0.004358040331296165
0.004035615722158825,0.003231503924234102,-0.0004526192269821427,-0.0019046826373734227,-0.0055031965896383105,-0.0013455390466196534,0.0048053820278712855,0.009819866379602896
-9.020228232836658e-05,0.0012302134085697693,0.0023858735430219986,0.0016613984204190135,0.005130121259046954,0.0050762032014447355,0.005260640841702635,-0.0011090144240203013
-0.0034476111013995725,-0.0027663436845037914,-0.004071747684724625,-0.0030737823271473896,-0.0038562188533572735,-0.0014411972312528259,-0.004757373929590858,0.002448567299550489
0.00339277468154342,0.002021444307747977,0.002141971059023584,0.00751595574483388,0.0007889803050976536,0.003273780804349855,0.001434034416825991,0.013815121489475873
0.004755769631757056,0.001752668241457922,0.0037539453460255774,0.004871806276386614,-0.0037465750366107928,0.007682682677610466,0.005250596658711304,0.016861316953138344
-0.002110842077479802,-0.003231826089307055,0.0005101247353624938,0.00010247338402780136,-0.0026706582702504056,0.0016670862304736516,-0.0009496676163343043,-0.0038191905684455594
-0.009431567974872324,-0.00220096291200389,-0.010617455640682729,-0.01304566724637135,-0.0001937609476412791,-0.010692103798205578,-0.01093155893536124,-0.015271334323245825
-0.0005075730406374213,0.0012387450416291301,0.006252428779520924,0.0007800969363398469,0.0014677851357706015,0.004798668077081445,0.00913022585295531,0.005293337596113871
0.004265720071742196,0.004629488538310689,0.004878592034447182,0.007804664259848381,0.004552450935519696,-0.0017939112367590512,-0.0014285714285714455,-0.008916041521009294
0.0009741602415507256,-0.0008272682321979197,0.008590964620748931,0.003767684843017928,0.0014575044128626454,0.0047743613986090715,0.004768717215069218,0.009958143863682878
0.0010665546817723026,0.002972370679944936,0.0007364438336603385,0.007060747556912883,-0.001625994795625022,0.0051862675519711784,0.002373042240151779,0.0025354337554255317
0.0032181629162517647,0.0004666063449776381,0.001550174142244565,0.00025950004851660324,0.0021573517564836327,-0.003065346064672203,0.0023674242424243093,-0.0034475358943732988
-0.0026200807059345572,-0.01132129644627855,-0.0038115102470903657,-0.0026637191782969967,0.0006435312225783335,-0.008091865285141742,-0.004251299008030229,-0.006625205525707259
-0.0004553188717991707,0.0018861299788333066,0.0027311302521799696,-0.004364476925758365,0.002743592021378893,0.0021916785150024377,0.002846299810246755,0.00380107540283936
-0.0042327286463821326,0.0014434094823267962,-0.0007602197848491921,-0.005849477608867892,-0.002332507798289543,-0.004240478791968053,-0.003784295175023655,0.010317115049784793
